id,detector_id,starttime,volume,speed,occupancy,countreadings,vmt,vht,delay,traveltime,resolution
14315423676,100367,2022-04-19 15:00:00-07,594,43.6,6.67,180,460.35,10.56,0.29,1.07,01:00:00
14315424908,100367,2022-04-19 16:00:00-07,523,46.44,5.21,180,405.33,8.73,0.23,1,01:00:00
14315426140,100367,2022-04-19 17:00:00-07,489,52.51,3.52,180,378.98,7.22,0.11,0.89,01:00:00
14315427372,100367,2022-04-19 18:00:00-07,409,54.06,2.62,180,316.98,5.86,0.09,0.86,01:00:00
14315428604,100367,2022-04-19 19:00:00-07,349,54.3,2.28,180,270.48,4.98,0.08,0.86,01:00:00
14315429836,100367,2022-04-19 20:00:00-07,282,52.47,1.96,180,218.55,4.17,0.11,0.89,01:00:00
14315431068,100367,2022-04-19 21:00:00-07,217,52.94,1.31,180,168.18,3.18,0.1,0.88,01:00:00
14315432300,100367,2022-04-19 22:00:00-07,250,51.21,1.57,180,193.75,3.78,0.13,0.91,01:00:00
14315433532,100367,2022-04-19 23:00:00-07,119,50.15,0.79,180,92.23,1.84,0.15,0.93,01:00:00
14315434764,100367,2022-04-20 00:00:00-07,69,50.55,0.75,180,53.48,1.06,0.14,0.92,01:00:00
14315435996,100367,2022-04-20 01:00:00-07,51,48.59,0.52,180,39.53,0.81,0.18,0.96,01:00:00
14315437228,100367,2022-04-20 02:00:00-07,55,47.86,0.68,180,42.63,0.89,0.2,0.97,01:00:00
14315438460,100367,2022-04-20 03:00:00-07,56,51.16,0.71,180,43.4,0.85,0.13,0.91,01:00:00
14315439692,100367,2022-04-20 04:00:00-07,72,52.78,0.83,180,55.8,1.06,0.11,0.88,01:00:00
14315440924,100367,2022-04-20 05:00:00-07,91,51.61,0.79,180,70.53,1.37,0.13,0.9,01:00:00
14315442156,100367,2022-04-20 06:00:00-07,179,52.02,1.67,180,138.73,2.67,0.12,0.89,01:00:00
14315443388,100367,2022-04-20 07:00:00-07,282,54.45,2.3,180,218.55,4.01,0.08,0.85,01:00:00
14315444620,100367,2022-04-20 08:00:00-07,431,53.03,3.51,180,334.03,6.3,0.1,0.88,01:00:00
14315445852,100367,2022-04-20 09:00:00-07,405,52.48,3.17,180,313.88,5.98,0.11,0.89,01:00:00
14315447084,100367,2022-04-20 10:00:00-07,442,49.97,4.24,180,342.55,6.86,0.16,0.93,01:00:00
14315448316,100367,2022-04-20 11:00:00-07,299,48.76,4.21,112,231.73,4.75,0.18,0.95,01:00:00
14315449548,100367,2022-04-20 12:00:00-07,4,52.75,2,2,3.1,0.06,0.11,0.88,01:00:00
14315450780,100367,2022-04-20 13:00:00-07,456,50.07,3.93,180,353.4,7.06,0.15,0.93,01:00:00
14315452012,100367,2022-04-20 14:00:00-07,607,50.61,4.98,180,470.43,9.3,0.14,0.92,01:00:00
14315453244,100367,2022-04-20 15:00:00-07,589,52.52,4.34,180,456.48,8.69,0.11,0.89,01:00:00
14315454476,100367,2022-04-20 16:00:00-07,236,52.27,3.94,76,182.9,3.5,0.11,0.89,01:00:00
14315455708,100367,2022-04-20 17:00:00-07,314,53.75,2.68,132,243.35,4.53,0.09,0.87,01:00:00
14315456940,100367,2022-04-20 18:00:00-07,394,55.27,2.48,180,305.35,5.52,0.07,0.84,01:00:00
14315458172,100367,2022-04-20 19:00:00-07,400,55.48,2.33,180,310,5.59,0.06,0.84,01:00:00
14315459404,100367,2022-04-20 20:00:00-07,287,53.33,1.8,180,222.43,4.17,0.1,0.87,01:00:00
14315460624,100367,2022-04-20 21:00:00-07,274,53.33,1.77,180,212.35,3.98,0.1,0.87,01:00:00
14315461844,100367,2022-04-20 22:00:00-07,310,53.26,2.04,180,240.25,4.51,0.1,0.87,01:00:00
14315463064,100367,2022-04-20 23:00:00-07,248,51.35,1.64,180,192.2,3.74,0.13,0.91,01:00:00
14315464284,100367,2022-04-21 00:00:00-07,104,50.29,0.71,180,80.6,1.6,0.15,0.92,01:00:00
14315465504,100367,2022-04-21 01:00:00-07,72,48.4,0.74,180,55.8,1.15,0.19,0.96,01:00:00
14315466724,100367,2022-04-21 02:00:00-07,59,50.19,0.58,180,45.73,0.91,0.15,0.93,01:00:00
14315467944,100367,2022-04-21 03:00:00-07,54,49.3,0.8,180,41.85,0.85,0.17,0.94,01:00:00
14315469164,100367,2022-04-21 04:00:00-07,75,49.99,0.98,180,58.13,1.16,0.16,0.93,01:00:00
14315470396,100367,2022-04-21 05:00:00-07,84,51.67,0.84,171,65.1,1.26,0.12,0.9,01:00:00
14315471632,100367,2022-04-21 06:00:00-07,190,51.49,1.82,180,147.25,2.86,0.13,0.9,01:00:00
14315472868,100367,2022-04-21 07:00:00-07,300,52.85,2.4,180,232.5,4.4,0.1,0.88,01:00:00
14315474104,100367,2022-04-21 08:00:00-07,386,52.53,2.99,180,299.15,5.69,0.11,0.89,01:00:00
14315475340,100367,2022-04-21 09:00:00-07,401,52.62,3.36,180,310.78,5.91,0.11,0.88,01:00:00
14315476576,100367,2022-04-21 10:00:00-07,444,52.58,3.49,180,344.1,6.54,0.11,0.88,01:00:00
14315477812,100367,2022-04-21 11:00:00-07,424,51.8,3.96,180,328.6,6.34,0.12,0.9,01:00:00
14315479052,100367,2022-04-21 12:00:00-07,529,53.08,4.18,180,409.98,7.72,0.1,0.88,01:00:00
14315480292,100367,2022-04-21 13:00:00-07,568,52.51,4.55,180,440.2,8.38,0.11,0.89,01:00:00
14315481531,100367,2022-04-21 14:00:00-07,521,52.09,4.58,151,403.78,7.75,0.12,0.89,01:00:00
14315482770,100367,2022-04-21 15:00:00-07,621,44.8,5.99,180,481.28,10.74,0.26,1.04,01:00:00
14315484009,100367,2022-04-21 16:00:00-07,544,53.17,3.77,180,421.6,7.93,0.1,0.87,01:00:00
14315485248,100367,2022-04-21 17:00:00-07,458,54.39,3.07,180,354.95,6.53,0.08,0.85,01:00:00
14315486487,100367,2022-04-21 18:00:00-07,391,55.12,2.58,180,303.03,5.5,0.07,0.84,01:00:00
14315487726,100367,2022-04-21 19:00:00-07,314,55.4,1.83,180,243.35,4.39,0.06,0.84,01:00:00
14315488965,100367,2022-04-21 20:00:00-07,313,53.05,2.11,180,242.58,4.57,0.1,0.88,01:00:00
14315490204,100367,2022-04-21 21:00:00-07,281,52.74,1.88,173,217.78,4.13,0.11,0.88,01:00:00
14315491443,100367,2022-04-21 22:00:00-07,170,53.57,1.1,176,131.75,2.46,0.09,0.87,01:00:00
14315492682,100367,2022-04-21 23:00:00-07,123,53.08,0.95,164,95.33,1.8,0.1,0.88,01:00:00
14315493906,100367,2022-04-22 00:00:00-07,66,49.91,0.36,174,51.15,1.02,0.16,0.93,01:00:00
14315495130,100367,2022-04-22 01:00:00-07,64,53.8,0.48,180,49.6,0.92,0.09,0.86,01:00:00
14315496354,100367,2022-04-22 02:00:00-07,64,51.03,0.69,179,49.6,0.97,0.14,0.91,01:00:00
14315497578,100367,2022-04-22 03:00:00-07,64,47.67,0.77,179,49.6,1.04,0.2,0.98,01:00:00
14315498817,100367,2022-04-22 04:00:00-07,67,50.57,0.71,180,51.93,1.03,0.14,0.92,01:00:00
14315500056,100367,2022-04-22 05:00:00-07,103,51.8,1.05,180,79.83,1.54,0.12,0.9,01:00:00
14315501295,100367,2022-04-22 06:00:00-07,172,53.28,1.59,180,133.3,2.5,0.1,0.87,01:00:00
14315502534,100367,2022-04-22 07:00:00-07,289,54.18,2.32,180,223.98,4.13,0.08,0.86,01:00:00
14315503773,100367,2022-04-22 08:00:00-07,394,53.04,3.31,180,305.35,5.76,0.1,0.88,01:00:00
14315505012,100367,2022-04-22 09:00:00-07,441,52.51,3.57,180,341.78,6.51,0.11,0.89,01:00:00
14315506251,100367,2022-04-22 10:00:00-07,469,52.44,4.07,180,363.48,6.93,0.11,0.89,01:00:00
14315507490,100367,2022-04-22 11:00:00-07,565,52.68,4.88,180,437.88,8.31,0.11,0.88,01:00:00
14315508729,100367,2022-04-22 12:00:00-07,416,52.41,5.17,136,322.4,6.15,0.11,0.89,01:00:00
14315530271,100367,2022-04-24 18:00:00-07,2,27.5,0.5,2,1.55,0.06,0.92,1.69,01:00:00
14315531236,100367,2022-04-24 19:00:00-07,22,54.04,3.75,9,17.05,0.32,0.09,0.86,01:00:00
14315532311,100367,2022-04-24 20:00:00-07,15,54.4,1.19,10,11.63,0.21,0.08,0.85,01:00:00
14315533340,100367,2022-04-24 21:00:00-07,2,56,0.25,4,1.55,0.03,0.06,0.83,01:00:00
14315534369,100367,2022-04-24 22:00:00-07,21,54,1.14,18,16.28,0.3,0.09,0.86,01:00:00
14315535510,100367,2022-04-24 23:00:00-07,7,50.57,1.11,9,5.43,0.11,0.14,0.92,01:00:00
14315536572,100367,2022-04-25 00:00:00-07,5,49.4,0.89,10,3.88,0.08,0.17,0.94,01:00:00
14315537578,100367,2022-04-25 01:00:00-07,2,51,0.42,8,1.55,0.03,0.14,0.91,01:00:00
14315538540,100367,2022-04-25 02:00:00-07,2,47,0.33,11,1.55,0.03,0.21,0.99,01:00:00
14315539581,100367,2022-04-25 03:00:00-07,5,52,0.59,15,3.88,0.07,0.12,0.89,01:00:00
14315540582,100367,2022-04-25 04:00:00-07,2,48,0.92,8,1.55,0.03,0.19,0.97,01:00:00
14315541595,100367,2022-04-25 05:00:00-07,2,51.5,0.88,5,1.55,0.03,0.13,0.9,01:00:00
14315542569,100367,2022-04-25 06:00:00-07,0,,0,2,0,,,,01:00:00
14315544747,100367,2022-04-25 10:00:00-07,7,53,9,1,5.43,0.1,0.1,0.88,01:00:00
14315547155,100367,2022-04-25 15:00:00-07,281,51.99,4.28,99,217.78,4.19,0.12,0.89,01:00:00
14315548385,100367,2022-04-25 16:00:00-07,496,47.36,4.41,174,384.4,8.12,0.21,0.98,01:00:00
14315549615,100367,2022-04-25 17:00:00-07,471,53.34,3.39,173,365.03,6.84,0.1,0.87,01:00:00
14315550845,100367,2022-04-25 18:00:00-07,346,54.23,2.48,167,268.15,4.94,0.08,0.86,01:00:00
14315552075,100367,2022-04-25 19:00:00-07,297,55.62,2.07,165,230.18,4.14,0.06,0.84,01:00:00
14315553305,100367,2022-04-25 20:00:00-07,242,54.48,1.37,164,187.55,3.44,0.08,0.85,01:00:00
14315554535,100367,2022-04-25 21:00:00-07,254,52.9,1.65,178,196.85,3.72,0.1,0.88,01:00:00
14315555765,100367,2022-04-25 22:00:00-07,141,53.07,1.09,171,109.28,2.06,0.1,0.88,01:00:00
14315556995,100367,2022-04-25 23:00:00-07,106,51.29,0.77,173,82.15,1.6,0.13,0.91,01:00:00
14315558225,100367,2022-04-26 00:00:00-07,68,52.06,0.64,174,52.7,1.01,0.12,0.89,01:00:00
14315559455,100367,2022-04-26 01:00:00-07,34,52.09,0.46,173,26.35,0.51,0.12,0.89,01:00:00
14315560685,100367,2022-04-26 02:00:00-07,40,52.95,0.45,168,31,0.59,0.1,0.88,01:00:00
14315561915,100367,2022-04-26 03:00:00-07,41,52.86,0.51,169,31.78,0.6,0.1,0.88,01:00:00
14315563145,100367,2022-04-26 04:00:00-07,86,53.5,0.94,172,66.65,1.25,0.09,0.87,01:00:00
14315564375,100367,2022-04-26 05:00:00-07,109,52.81,1.26,171,84.48,1.6,0.11,0.88,01:00:00
14315565605,100367,2022-04-26 06:00:00-07,207,55.15,1.91,173,160.43,2.91,0.07,0.84,01:00:00
14315566835,100367,2022-04-26 07:00:00-07,296,54.04,2.52,173,229.4,4.25,0.09,0.86,01:00:00
14315568065,100367,2022-04-26 08:00:00-07,356,53,2.91,173,275.9,5.21,0.1,0.88,01:00:00
14315569295,100367,2022-04-26 09:00:00-07,354,53.56,2.95,174,274.35,5.12,0.09,0.87,01:00:00
14315570525,100367,2022-04-26 10:00:00-07,440,52.97,3.92,175,341,6.44,0.1,0.88,01:00:00
14315571755,100367,2022-04-26 11:00:00-07,451,51.31,3.91,177,349.53,6.81,0.13,0.91,01:00:00
14315572985,100367,2022-04-26 12:00:00-07,464,48.83,4.51,172,359.6,7.36,0.18,0.95,01:00:00
14315574215,100367,2022-04-26 13:00:00-07,483,45.72,4.61,174,374.33,8.19,0.24,1.02,01:00:00
14315575445,100367,2022-04-26 14:00:00-07,560,52.2,4.49,174,434,8.31,0.12,0.89,01:00:00
14315576675,100367,2022-04-26 15:00:00-07,530,49.43,4.3,174,410.75,8.31,0.17,0.94,01:00:00
14315577905,100367,2022-04-26 16:00:00-07,531,52.19,4.26,173,411.53,7.89,0.12,0.89,01:00:00
14315579135,100367,2022-04-26 17:00:00-07,504,53.37,3.89,173,390.6,7.32,0.1,0.87,01:00:00
14315580365,100367,2022-04-26 18:00:00-07,415,54.43,3.17,170,321.63,5.91,0.08,0.85,01:00:00
14315581595,100367,2022-04-26 19:00:00-07,288,55.46,1.95,172,223.2,4.02,0.06,0.84,01:00:00
14315582825,100367,2022-04-26 20:00:00-07,252,53.84,1.76,165,195.3,3.63,0.09,0.86,01:00:00
14315584055,100367,2022-04-26 21:00:00-07,245,53.36,1.89,167,189.88,3.56,0.1,0.87,01:00:00
14315585285,100367,2022-04-26 22:00:00-07,159,53.33,1.15,166,123.23,2.31,0.1,0.87,01:00:00
14315586515,100367,2022-04-26 23:00:00-07,85,54.08,0.77,150,65.88,1.22,0.08,0.86,01:00:00
14315587745,100367,2022-04-27 00:00:00-07,37,52.08,0.52,115,28.68,0.55,0.12,0.89,01:00:00
14315589741,100367,2022-04-27 03:00:00-07,32,53.19,0.85,108,24.8,0.47,0.1,0.87,01:00:00
14315592120,100367,2022-04-27 07:00:00-07,309,54.3,2.6,171,239.48,4.41,0.08,0.86,01:00:00
14315593350,100367,2022-04-27 08:00:00-07,391,53.81,3.29,179,303.03,5.63,0.09,0.86,01:00:00
14315594580,100367,2022-04-27 09:00:00-07,211,54.65,2.95,100,163.53,2.99,0.08,0.85,01:00:00
14315597007,100367,2022-04-27 11:00:00-07,81,53.75,3.21,32,62.78,1.17,0.09,0.87,01:00:00
14315598237,100367,2022-04-27 12:00:00-07,502,52.79,4.3,176,389.05,7.37,0.11,0.88,01:00:00
14315599467,100367,2022-04-27 13:00:00-07,457,53,3.62,177,354.18,6.68,0.1,0.88,01:00:00
14315600697,100367,2022-04-27 14:00:00-07,527,53.35,4.22,177,408.43,7.66,0.1,0.87,01:00:00
14315601927,100367,2022-04-27 15:00:00-07,622,52.68,4.72,178,482.05,9.15,0.11,0.88,01:00:00
14315603157,100367,2022-04-27 16:00:00-07,641,52.55,5.01,177,496.78,9.45,0.11,0.88,01:00:00
14315604387,100367,2022-04-27 17:00:00-07,501,53.69,3.46,175,388.28,7.23,0.09,0.87,01:00:00
14315605617,100367,2022-04-27 18:00:00-07,406,54.34,2.81,175,314.65,5.79,0.08,0.86,01:00:00
14315606847,100367,2022-04-27 19:00:00-07,391,55.16,2.58,174,303.03,5.49,0.07,0.84,01:00:00
14315608077,100367,2022-04-27 20:00:00-07,432,53.93,3.02,172,334.8,6.21,0.09,0.86,01:00:00
14315609307,100367,2022-04-27 21:00:00-07,260,53.61,1.68,170,201.5,3.76,0.09,0.87,01:00:00
14315610537,100367,2022-04-27 22:00:00-07,184,53.06,1.13,176,142.6,2.69,0.1,0.88,01:00:00
14315611767,100367,2022-04-27 23:00:00-07,174,52.25,1.22,180,134.85,2.58,0.11,0.89,01:00:00
14315612997,100367,2022-04-28 00:00:00-07,70,52.06,0.55,176,54.25,1.04,0.12,0.89,01:00:00
14315614227,100367,2022-04-28 01:00:00-07,45,53.53,0.38,161,34.88,0.65,0.09,0.87,01:00:00
14315615457,100367,2022-04-28 02:00:00-07,57,51.84,0.77,157,44.18,0.85,0.12,0.9,01:00:00
14315616687,100367,2022-04-28 03:00:00-07,52,52.68,0.69,177,40.3,0.76,0.11,0.88,01:00:00
14315617917,100367,2022-04-28 04:00:00-07,70,53.57,0.61,175,54.25,1.01,0.09,0.87,01:00:00
14315619147,100367,2022-04-28 05:00:00-07,97,53.34,1.07,161,75.18,1.41,0.1,0.87,01:00:00
14315620377,100367,2022-04-28 06:00:00-07,172,55,1.66,174,133.3,2.42,0.07,0.85,01:00:00
14315621607,100367,2022-04-28 07:00:00-07,268,54.55,2.08,178,207.7,3.81,0.08,0.85,01:00:00
14315622837,100367,2022-04-28 08:00:00-07,382,53.89,3.26,173,296.05,5.49,0.09,0.86,01:00:00
14315624067,100367,2022-04-28 09:00:00-07,366,53.14,3.42,166,283.65,5.34,0.1,0.88,01:00:00
14315625297,100367,2022-04-28 10:00:00-07,456,52.62,4.05,175,353.4,6.72,0.11,0.88,01:00:00
14315626527,100367,2022-04-28 11:00:00-07,502,53.62,4.42,176,389.05,7.26,0.09,0.87,01:00:00
14315627757,100367,2022-04-28 12:00:00-07,513,52.3,4.29,166,397.58,7.6,0.11,0.89,01:00:00
14315628987,100367,2022-04-28 13:00:00-07,524,51.82,4.24,180,406.1,7.84,0.12,0.9,01:00:00
14315630217,100367,2022-04-28 14:00:00-07,564,52.48,4.63,174,437.1,8.33,0.11,0.89,01:00:00
14315631450,100367,2022-04-28 15:00:00-07,786,13.75,40.55,174,609.15,44.3,2.61,3.38,01:00:00
14315632680,100367,2022-04-28 16:00:00-07,613,33.98,15.01,167,475.08,13.98,0.59,1.37,01:00:00
14315633910,100367,2022-04-28 17:00:00-07,414,51.96,3.06,180,320.85,6.17,0.12,0.89,01:00:00
14315635140,100367,2022-04-28 18:00:00-07,396,54.6,2.63,180,306.9,5.62,0.08,0.85,01:00:00
14315636370,100367,2022-04-28 19:00:00-07,341,55.4,2.27,175,264.28,4.77,0.06,0.84,01:00:00
14315637600,100367,2022-04-28 20:00:00-07,299,53.5,2.11,177,231.73,4.33,0.09,0.87,01:00:00
14315638830,100367,2022-04-28 21:00:00-07,289,53.5,1.93,180,223.98,4.19,0.09,0.87,01:00:00
14315640060,100367,2022-04-28 22:00:00-07,217,51.32,1.37,180,168.18,3.28,0.13,0.91,01:00:00
14315641290,100367,2022-04-28 23:00:00-07,129,52.13,0.96,162,99.98,1.92,0.12,0.89,01:00:00
14315642520,100367,2022-04-29 00:00:00-07,77,50.83,0.46,165,59.68,1.17,0.14,0.91,01:00:00
14315643750,100367,2022-04-29 01:00:00-07,59,51.47,0.47,180,45.73,0.89,0.13,0.9,01:00:00
14315644980,100367,2022-04-29 02:00:00-07,62,51.66,0.78,180,48.05,0.93,0.13,0.9,01:00:00
14315646210,100367,2022-04-29 03:00:00-07,54,49.2,0.8,162,41.85,0.85,0.17,0.95,01:00:00
14315647440,100367,2022-04-29 04:00:00-07,75,53.61,0.81,170,58.13,1.08,0.09,0.87,01:00:00
14315648670,100367,2022-04-29 05:00:00-07,105,51.32,1.27,180,81.38,1.59,0.13,0.91,01:00:00
14315649900,100367,2022-04-29 06:00:00-07,188,55.49,1.37,180,145.7,2.63,0.06,0.84,01:00:00
14315651130,100367,2022-04-29 07:00:00-07,295,54.51,2.35,180,228.63,4.19,0.08,0.85,01:00:00
14315652360,100367,2022-04-29 08:00:00-07,379,53.69,3.17,178,293.73,5.47,0.09,0.87,01:00:00
14315653590,100367,2022-04-29 09:00:00-07,420,53.18,3.41,175,325.5,6.12,0.1,0.87,01:00:00
14315654820,100367,2022-04-29 10:00:00-07,484,53.14,4.06,179,375.1,7.06,0.1,0.88,01:00:00
14315656056,100367,2022-04-29 11:00:00-07,567,52.78,4.46,180,439.43,8.33,0.11,0.88,01:00:00
14315657292,100367,2022-04-29 12:00:00-07,584,52.63,4.83,171,452.6,8.6,0.11,0.88,01:00:00
14315658528,100367,2022-04-29 13:00:00-07,618,52.18,5.08,175,478.95,9.18,0.12,0.89,01:00:00
14315659764,100367,2022-04-29 14:00:00-07,612,51.88,4.89,174,474.3,9.14,0.12,0.9,01:00:00
14315661000,100367,2022-04-29 15:00:00-07,556,51.71,4.31,175,430.9,8.33,0.12,0.9,01:00:00
14315662236,100367,2022-04-29 16:00:00-07,451,52.62,3.01,174,349.53,6.64,0.11,0.88,01:00:00
14315663472,100367,2022-04-29 17:00:00-07,415,52.6,2.9,172,321.63,6.11,0.11,0.88,01:00:00
14315664708,100367,2022-04-29 18:00:00-07,379,53.35,2.46,176,293.73,5.51,0.1,0.87,01:00:00
14315665944,100367,2022-04-29 19:00:00-07,323,52.78,2.04,180,250.33,4.74,0.11,0.88,01:00:00
14315667180,100367,2022-04-29 20:00:00-07,254,49.83,1.8,175,196.85,3.95,0.16,0.93,01:00:00
14315668416,100367,2022-04-29 21:00:00-07,292,48.1,2.18,168,226.3,4.7,0.19,0.97,01:00:00
14315669652,100367,2022-04-29 22:00:00-07,247,50.35,1.72,173,191.43,3.8,0.15,0.92,01:00:00
14315670888,100367,2022-04-29 23:00:00-07,174,51.19,1.12,179,134.85,2.63,0.13,0.91,01:00:00
14315672124,100367,2022-04-30 00:00:00-07,113,48.1,0.58,178,87.58,1.82,0.19,0.97,01:00:00
14315673360,100367,2022-04-30 01:00:00-07,83,49.92,0.77,178,64.33,1.29,0.16,0.93,01:00:00
14315674596,100367,2022-04-30 02:00:00-07,96,52.17,0.88,170,74.4,1.43,0.12,0.89,01:00:00
14315675832,100367,2022-04-30 03:00:00-07,59,51.27,0.59,170,45.73,0.89,0.13,0.91,01:00:00
14315677068,100367,2022-04-30 04:00:00-07,69,47.33,0.77,167,53.48,1.13,0.21,0.98,01:00:00
14315678304,100367,2022-04-30 05:00:00-07,52,50.88,0.47,163,40.3,0.79,0.14,0.91,01:00:00
14315679540,100367,2022-04-30 06:00:00-07,83,52.23,0.83,175,64.33,1.23,0.12,0.89,01:00:00
14315680776,100367,2022-04-30 07:00:00-07,146,51.68,1,172,113.15,2.19,0.12,0.9,01:00:00
14315682012,100367,2022-04-30 08:00:00-07,260,54.08,2.06,168,201.5,3.73,0.08,0.86,01:00:00
14315683248,100367,2022-04-30 09:00:00-07,402,54.91,2.69,180,311.55,5.67,0.07,0.85,01:00:00
14315684484,100367,2022-04-30 10:00:00-07,396,54.26,2.65,177,306.9,5.66,0.08,0.86,01:00:00
14315685720,100367,2022-04-30 11:00:00-07,488,52.77,3.49,177,378.2,7.17,0.11,0.88,01:00:00
14315686956,100367,2022-04-30 12:00:00-07,589,52.17,4.16,177,456.48,8.75,0.12,0.89,01:00:00
14315688192,100367,2022-04-30 13:00:00-07,553,52.78,3.94,174,428.58,8.12,0.11,0.88,01:00:00
14315689428,100367,2022-04-30 14:00:00-07,482,52.05,3.52,172,373.55,7.18,0.12,0.89,01:00:00
14315690658,100367,2022-04-30 15:00:00-07,503,53.78,3.31,176,389.83,7.25,0.09,0.86,01:00:00
14315691888,100367,2022-04-30 16:00:00-07,475,53.07,3.34,171,368.13,6.94,0.1,0.88,01:00:00
14315693118,100367,2022-04-30 17:00:00-07,560,53.4,3.73,176,434,8.13,0.1,0.87,01:00:00
14315694348,100367,2022-04-30 18:00:00-07,383,53.87,2.3,176,296.83,5.51,0.09,0.86,01:00:00
14315695578,100367,2022-04-30 19:00:00-07,308,54.07,1.81,173,238.7,4.41,0.08,0.86,01:00:00
14315696808,100367,2022-04-30 20:00:00-07,259,53.43,1.53,170,200.73,3.76,0.1,0.87,01:00:00
14315698038,100367,2022-04-30 21:00:00-07,320,52.27,1.88,176,248,4.74,0.11,0.89,01:00:00
14315699268,100367,2022-04-30 22:00:00-07,273,52.84,1.62,174,211.58,4,0.11,0.88,01:00:00
14315700500,100367,2022-04-30 23:00:00-07,215,52.51,1.22,172,166.63,3.17,0.11,0.89,01:00:00
14315701732,100367,2022-05-01 00:00:00-07,118,54.09,0.66,174,91.45,1.69,0.08,0.86,01:00:00
14315702904,100367,2022-05-01 01:00:00-07,100,53.65,0.62,180,77.5,1.44,0.09,0.87,01:00:00
14315704076,100367,2022-05-01 02:00:00-07,86,52.62,0.47,170,66.65,1.27,0.11,0.88,01:00:00
14315705248,100367,2022-05-01 03:00:00-07,56,53.98,0.27,179,43.4,0.8,0.09,0.86,01:00:00
14315706420,100367,2022-05-01 04:00:00-07,46,51.76,0.33,174,35.65,0.69,0.12,0.9,01:00:00
14315707592,100367,2022-05-01 05:00:00-07,53,52.68,0.41,180,41.08,0.78,0.11,0.88,01:00:00
14315708764,100367,2022-05-01 06:00:00-07,72,54.06,0.56,154,55.8,1.03,0.09,0.86,01:00:00
14315709936,100367,2022-05-01 07:00:00-07,132,55.26,0.91,162,102.3,1.85,0.07,0.84,01:00:00
14315711108,100367,2022-05-01 08:00:00-07,174,54.89,1.17,169,134.85,2.46,0.07,0.85,01:00:00
14315712280,100367,2022-05-01 09:00:00-07,254,54.67,1.8,171,196.85,3.6,0.08,0.85,01:00:00
14315713452,100367,2022-05-01 10:00:00-07,336,54.08,2.14,174,260.4,4.82,0.08,0.86,01:00:00
14315714624,100367,2022-05-01 11:00:00-07,400,54.3,2.65,178,310,5.71,0.08,0.86,01:00:00
14315715796,100367,2022-05-01 12:00:00-07,507,53.63,3.54,176,392.93,7.33,0.09,0.87,01:00:00
14315716968,100367,2022-05-01 13:00:00-07,501,52.95,3.45,176,388.28,7.33,0.1,0.88,01:00:00
14315718140,100367,2022-05-01 14:00:00-07,528,53.58,3.5,180,409.2,7.64,0.09,0.87,01:00:00
14315719312,100367,2022-05-01 15:00:00-07,430,53.66,2.9,177,333.25,6.21,0.09,0.87,01:00:00
14315720484,100367,2022-05-01 16:00:00-07,481,53.39,3.38,177,372.78,6.98,0.1,0.87,01:00:00
14315721656,100367,2022-05-01 17:00:00-07,441,53.67,2.84,178,341.78,6.37,0.09,0.87,01:00:00
14315722828,100367,2022-05-01 18:00:00-07,303,54.25,1.91,170,234.83,4.33,0.08,0.86,01:00:00
14315724000,100367,2022-05-01 19:00:00-07,305,54.97,2,173,236.38,4.3,0.07,0.85,01:00:00
14315725172,100367,2022-05-01 20:00:00-07,246,53.11,1.46,174,190.65,3.59,0.1,0.88,01:00:00
14315726344,100367,2022-05-01 21:00:00-07,212,52.43,1.23,166,164.3,3.13,0.11,0.89,01:00:00
14315727516,100367,2022-05-01 22:00:00-07,210,52.89,1.33,166,162.75,3.08,0.1,0.88,01:00:00
14315728688,100367,2022-05-01 23:00:00-07,114,54.45,0.6,169,88.35,1.62,0.08,0.85,01:00:00
14315729860,100367,2022-05-02 00:00:00-07,72,54.61,0.51,170,55.8,1.02,0.08,0.85,01:00:00
14315731032,100367,2022-05-02 01:00:00-07,58,52.29,0.58,175,44.95,0.86,0.11,0.89,01:00:00
14315732204,100367,2022-05-02 02:00:00-07,51,51.9,0.43,178,39.53,0.76,0.12,0.9,01:00:00
14315733376,100367,2022-05-02 03:00:00-07,50,45.9,0.54,180,38.75,0.84,0.24,1.01,01:00:00
14315734548,100367,2022-05-02 04:00:00-07,59,50.59,0.61,180,45.73,0.9,0.14,0.92,01:00:00
14315735720,100367,2022-05-02 05:00:00-07,105,50.22,1.04,180,81.38,1.62,0.15,0.93,01:00:00
14315736892,100367,2022-05-02 06:00:00-07,193,51.9,1.68,180,149.58,2.88,0.12,0.9,01:00:00
14315738064,100367,2022-05-02 07:00:00-07,309,52.81,2.58,174,239.48,4.53,0.11,0.88,01:00:00
14315739236,100367,2022-05-02 08:00:00-07,398,53.22,3.3,180,308.45,5.8,0.1,0.87,01:00:00
14315740408,100367,2022-05-02 09:00:00-07,413,53.39,3.17,180,320.08,6,0.1,0.87,01:00:00
14315741583,100367,2022-05-02 10:00:00-07,384,51.07,3.41,180,297.6,5.83,0.14,0.91,01:00:00
14315742758,100367,2022-05-02 11:00:00-07,450,52.51,3.83,180,348.75,6.64,0.11,0.89,01:00:00
14315743933,100367,2022-05-02 12:00:00-07,468,52.73,4.37,174,362.7,6.88,0.11,0.88,01:00:00
14315745108,100367,2022-05-02 13:00:00-07,486,50.19,4.42,178,376.65,7.5,0.15,0.93,01:00:00
