id,detector_id,starttime,volume,speed,occupancy,countreadings,vmt,vht,delay,traveltime,resolution
14316483314,100376,2022-05-26 23:00:00-07,243,67.37,0.9,180,72.9,1.08,-0.03,0.27,01:00:00
14316484540,100376,2022-05-27 00:00:00-07,100,67.04,0.28,180,30,0.45,-0.03,0.27,01:00:00
14316485762,100376,2022-05-27 01:00:00-07,58,66.34,0.14,180,17.4,0.26,-0.03,0.27,01:00:00
14316486988,100376,2022-05-27 02:00:00-07,40,63.75,0.1,180,12,0.19,-0.02,0.28,01:00:00
14316488214,100376,2022-05-27 03:00:00-07,43,67.74,0.15,180,12.9,0.19,-0.03,0.27,01:00:00
14316489440,100376,2022-05-27 04:00:00-07,94,67.18,0.3,180,28.2,0.42,-0.03,0.27,01:00:00
14316490666,100376,2022-05-27 05:00:00-07,267,69.97,0.98,180,80.1,1.14,-0.04,0.26,01:00:00
14316491892,100376,2022-05-27 06:00:00-07,783,68.38,4.24,180,234.9,3.44,-0.04,0.26,01:00:00
14316493118,100376,2022-05-27 07:00:00-07,1094,67.46,6.56,174,328.2,4.87,-0.03,0.27,01:00:00
14316494344,100376,2022-05-27 08:00:00-07,1229,67.04,7.35,180,368.7,5.5,-0.03,0.27,01:00:00
14316495570,100376,2022-05-27 09:00:00-07,1150,66.01,7.02,180,345,5.23,-0.03,0.27,01:00:00
14316496794,100376,2022-05-27 10:00:00-07,1215,65.43,7.61,180,364.5,5.57,-0.02,0.28,01:00:00
14316498016,100376,2022-05-27 11:00:00-07,1439,64.22,9.26,179,431.7,6.72,-0.02,0.28,01:00:00
14316499238,100376,2022-05-27 12:00:00-07,1618,63.34,49.74,176,485.4,7.66,-0.02,0.28,01:00:00
14316500460,100376,2022-05-27 13:00:00-07,1477,63.13,171.97,172,443.1,7.02,-0.01,0.29,01:00:00
14316501682,100376,2022-05-27 14:00:00-07,1651,45.47,18.85,180,495.3,10.89,0.1,0.4,01:00:00
14316502904,100376,2022-05-27 15:00:00-07,1663,62.92,10.84,177,498.9,7.93,-0.01,0.29,01:00:00
14316504126,100376,2022-05-27 16:00:00-07,1370,64.39,8.51,180,411,6.38,-0.02,0.28,01:00:00
14316505350,100376,2022-05-27 17:00:00-07,1292,60.71,8.41,180,387.6,6.38,0,0.3,01:00:00
14316506574,100376,2022-05-27 18:00:00-07,937,67.73,5.04,180,281.1,4.15,-0.03,0.27,01:00:00
14316507798,100376,2022-05-27 19:00:00-07,761,69.62,3.81,180,228.3,3.28,-0.04,0.26,01:00:00
14316509022,100376,2022-05-27 20:00:00-07,569,68.54,2.75,180,170.7,2.49,-0.04,0.26,01:00:00
14316510246,100376,2022-05-27 21:00:00-07,480,66.37,2.3,180,144,2.17,-0.03,0.27,01:00:00
14316511470,100376,2022-05-27 22:00:00-07,458,66.73,2.17,180,137.4,2.06,-0.03,0.27,01:00:00
14316512694,100376,2022-05-27 23:00:00-07,358,68.38,1.51,180,107.4,1.57,-0.04,0.26,01:00:00
14316513918,100376,2022-05-28 00:00:00-07,170,67.2,0.6,180,51,0.76,-0.03,0.27,01:00:00
14316515142,100376,2022-05-28 01:00:00-07,103,66.16,0.23,180,30.9,0.47,-0.03,0.27,01:00:00
14316516366,100376,2022-05-28 02:00:00-07,131,67.88,0.39,180,39.3,0.58,-0.03,0.27,01:00:00
14316517590,100376,2022-05-28 03:00:00-07,71,62.77,0.23,180,21.3,0.34,-0.01,0.29,01:00:00
14316518814,100376,2022-05-28 04:00:00-07,39,68.28,0.1,180,11.7,0.17,-0.04,0.26,01:00:00
14316520038,100376,2022-05-28 05:00:00-07,61,69.38,0.17,180,18.3,0.26,-0.04,0.26,01:00:00
14316521262,100376,2022-05-28 06:00:00-07,139,71.19,0.34,180,41.7,0.59,-0.05,0.25,01:00:00
14316522486,100376,2022-05-28 07:00:00-07,260,69.94,0.98,180,78,1.12,-0.04,0.26,01:00:00
14316523710,100376,2022-05-28 08:00:00-07,479,69.65,2.21,180,143.7,2.06,-0.04,0.26,01:00:00
14316524934,100376,2022-05-28 09:00:00-07,801,68.03,4.29,180,240.3,3.53,-0.04,0.26,01:00:00
14316526158,100376,2022-05-28 10:00:00-07,1001,68.7,5.47,180,300.3,4.37,-0.04,0.26,01:00:00
14316527382,100376,2022-05-28 11:00:00-07,1171,66.72,6.82,180,351.3,5.27,-0.03,0.27,01:00:00
14316528606,100376,2022-05-28 12:00:00-07,1250,64.5,46.69,179,375,5.81,-0.02,0.28,01:00:00
14316529830,100376,2022-05-28 13:00:00-07,1143,62.95,7,180,342.9,5.45,-0.01,0.29,01:00:00
14316531054,100376,2022-05-28 14:00:00-07,1158,59.34,7.5,180,347.4,5.85,0,0.3,01:00:00
14316532278,100376,2022-05-28 15:00:00-07,1035,63.56,6.24,180,310.5,4.89,-0.02,0.28,01:00:00
14316533502,100376,2022-05-28 16:00:00-07,875,66.64,4.88,180,262.5,3.94,-0.03,0.27,01:00:00
14316534722,100376,2022-05-28 17:00:00-07,851,67.44,4.61,180,255.3,3.79,-0.03,0.27,01:00:00
14316535946,100376,2022-05-28 18:00:00-07,702,68.44,3.56,180,210.6,3.08,-0.04,0.26,01:00:00
14316537170,100376,2022-05-28 19:00:00-07,561,68.83,2.65,180,168.3,2.45,-0.04,0.26,01:00:00
14316538394,100376,2022-05-28 20:00:00-07,474,66.79,2.23,180,142.2,2.13,-0.03,0.27,01:00:00
14316539618,100376,2022-05-28 21:00:00-07,433,66.65,1.95,180,129.9,1.95,-0.03,0.27,01:00:00
14316540842,100376,2022-05-28 22:00:00-07,419,65.06,1.99,180,125.7,1.93,-0.02,0.28,01:00:00
14316542066,100376,2022-05-28 23:00:00-07,232,67.4,0.85,180,69.6,1.03,-0.03,0.27,01:00:00
14316543290,100376,2022-05-29 00:00:00-07,138,65.39,0.4,180,41.4,0.63,-0.02,0.28,01:00:00
14316544514,100376,2022-05-29 01:00:00-07,82,62.09,0.21,180,24.6,0.4,-0.01,0.29,01:00:00
14316545738,100376,2022-05-29 02:00:00-07,88,66.08,0.26,180,26.4,0.4,-0.03,0.27,01:00:00
14316546962,100376,2022-05-29 03:00:00-07,26,65.39,0.04,180,7.8,0.12,-0.02,0.28,01:00:00
14316548186,100376,2022-05-29 04:00:00-07,19,65.21,0.04,180,5.7,0.09,-0.02,0.28,01:00:00
14316549410,100376,2022-05-29 05:00:00-07,32,69.28,0.05,180,9.6,0.14,-0.04,0.26,01:00:00
14316550634,100376,2022-05-29 06:00:00-07,72,69.36,0.21,180,21.6,0.31,-0.04,0.26,01:00:00
14316551858,100376,2022-05-29 07:00:00-07,138,69.88,0.39,180,41.4,0.59,-0.04,0.26,01:00:00
14316553082,100376,2022-05-29 08:00:00-07,277,69.91,0.95,180,83.1,1.19,-0.04,0.26,01:00:00
14316554306,100376,2022-05-29 09:00:00-07,449,69.56,1.93,180,134.7,1.94,-0.04,0.26,01:00:00
14316555530,100376,2022-05-29 10:00:00-07,693,68.57,3.54,180,207.9,3.03,-0.04,0.26,01:00:00
14316556754,100376,2022-05-29 11:00:00-07,825,65.07,4.67,180,247.5,3.8,-0.02,0.28,01:00:00
14316557978,100376,2022-05-29 12:00:00-07,982,65.23,5.63,180,294.6,4.52,-0.02,0.28,01:00:00
14316559202,100376,2022-05-29 13:00:00-07,1102,64.28,6.53,180,330.6,5.14,-0.02,0.28,01:00:00
14316560426,100376,2022-05-29 14:00:00-07,1179,66.14,6.9,180,353.7,5.35,-0.03,0.27,01:00:00
14316561650,100376,2022-05-29 15:00:00-07,1031,67.91,5.75,180,309.3,4.55,-0.03,0.27,01:00:00
14316562863,100376,2022-05-29 16:00:00-07,885,68.68,4.74,180,265.5,3.87,-0.04,0.26,01:00:00
14316564078,100376,2022-05-29 17:00:00-07,845,68.93,4.37,180,253.5,3.68,-0.04,0.26,01:00:00
14316565302,100376,2022-05-29 18:00:00-07,728,70.02,3.66,180,218.4,3.12,-0.04,0.26,01:00:00
14316566526,100376,2022-05-29 19:00:00-07,624,68.66,3.13,180,187.2,2.73,-0.04,0.26,01:00:00
14316567750,100376,2022-05-29 20:00:00-07,475,67.33,2.16,180,142.5,2.12,-0.03,0.27,01:00:00
14316568974,100376,2022-05-29 21:00:00-07,337,66.25,1.4,180,101.1,1.53,-0.03,0.27,01:00:00
14316570198,100376,2022-05-29 22:00:00-07,274,67.13,1.06,180,82.2,1.22,-0.03,0.27,01:00:00
14316571422,100376,2022-05-29 23:00:00-07,183,66.2,0.6,180,54.9,0.83,-0.03,0.27,01:00:00
14316572646,100376,2022-05-30 00:00:00-07,91,66.2,0.2,180,27.3,0.41,-0.03,0.27,01:00:00
14316573870,100376,2022-05-30 01:00:00-07,84,65.38,0.22,180,25.2,0.39,-0.02,0.28,01:00:00
14316575094,100376,2022-05-30 02:00:00-07,54,66.29,0.12,180,16.2,0.24,-0.03,0.27,01:00:00
14316576318,100376,2022-05-30 03:00:00-07,23,65.13,0.04,180,6.9,0.11,-0.02,0.28,01:00:00
14316577542,100376,2022-05-30 04:00:00-07,26,67.42,0.05,180,7.8,0.12,-0.03,0.27,01:00:00
14316578766,100376,2022-05-30 05:00:00-07,46,66.74,0.11,180,13.8,0.21,-0.03,0.27,01:00:00
14316579990,100376,2022-05-30 06:00:00-07,101,70.89,0.23,180,30.3,0.43,-0.05,0.25,01:00:00
14316581214,100376,2022-05-30 07:00:00-07,204,70.6,0.62,180,61.2,0.87,-0.05,0.25,01:00:00
14316582438,100376,2022-05-30 08:00:00-07,291,69.65,1.09,180,87.3,1.25,-0.04,0.26,01:00:00
14316583662,100376,2022-05-30 09:00:00-07,507,69.77,2.37,180,152.1,2.18,-0.04,0.26,01:00:00
14316584886,100376,2022-05-30 10:00:00-07,665,68.85,3.28,180,199.5,2.9,-0.04,0.26,01:00:00
14316586110,100376,2022-05-30 11:00:00-07,892,67.99,4.86,180,267.6,3.94,-0.04,0.26,01:00:00
14316587334,100376,2022-05-30 12:00:00-07,989,66.76,5.59,180,296.7,4.44,-0.03,0.27,01:00:00
14316588558,100376,2022-05-30 13:00:00-07,999,67.49,5.66,180,299.7,4.44,-0.03,0.27,01:00:00
14316589782,100376,2022-05-30 14:00:00-07,1002,67.23,5.61,180,300.6,4.47,-0.03,0.27,01:00:00
14316591006,100376,2022-05-30 15:00:00-07,976,68.01,5.36,180,292.8,4.31,-0.04,0.26,01:00:00
14316592230,100376,2022-05-30 16:00:00-07,916,69.46,4.88,180,274.8,3.96,-0.04,0.26,01:00:00
14316593454,100376,2022-05-30 17:00:00-07,768,69.98,3.96,180,230.4,3.29,-0.04,0.26,01:00:00
14316594678,100376,2022-05-30 18:00:00-07,632,69.71,3.25,174,189.6,2.72,-0.04,0.26,01:00:00
14316595902,100376,2022-05-30 19:00:00-07,540,70.54,2.44,180,162,2.3,-0.04,0.26,01:00:00
14316597126,100376,2022-05-30 20:00:00-07,456,70.36,1.91,180,136.8,1.94,-0.04,0.26,01:00:00
14316598350,100376,2022-05-30 21:00:00-07,363,67.96,1.47,180,108.9,1.6,-0.04,0.26,01:00:00
14316599574,100376,2022-05-30 22:00:00-07,243,66.82,0.86,180,72.9,1.09,-0.03,0.27,01:00:00
14316600798,100376,2022-05-30 23:00:00-07,161,67.64,0.58,180,48.3,0.71,-0.03,0.27,01:00:00
14316602022,100376,2022-05-31 00:00:00-07,71,65.39,0.12,180,21.3,0.33,-0.02,0.28,01:00:00
14316603246,100376,2022-05-31 01:00:00-07,27,69.33,0.05,180,8.1,0.12,-0.04,0.26,01:00:00
14316604470,100376,2022-05-31 02:00:00-07,26,64.73,0.04,180,7.8,0.12,-0.02,0.28,01:00:00
14316605694,100376,2022-05-31 03:00:00-07,25,66.96,0.04,180,7.5,0.11,-0.03,0.27,01:00:00
14316606918,100376,2022-05-31 04:00:00-07,102,71.47,0.26,180,30.6,0.43,-0.05,0.25,01:00:00
14316608142,100376,2022-05-31 05:00:00-07,368,71.96,1.46,180,110.4,1.53,-0.05,0.25,01:00:00
14316609366,100376,2022-05-31 06:00:00-07,873,70.26,4.7,180,261.9,3.73,-0.04,0.26,01:00:00
14316610590,100376,2022-05-31 07:00:00-07,1243,67.89,7.13,180,372.9,5.49,-0.03,0.27,01:00:00
14316611814,100376,2022-05-31 08:00:00-07,1208,66.89,46.01,178,362.4,5.42,-0.03,0.27,01:00:00
14316613038,100376,2022-05-31 09:00:00-07,1075,65.78,6.65,180,322.5,4.9,-0.03,0.27,01:00:00
14316614262,100376,2022-05-31 10:00:00-07,1095,65.81,6.62,180,328.5,4.99,-0.03,0.27,01:00:00
14316615486,100376,2022-05-31 11:00:00-07,1259,64.81,8.03,180,377.7,5.83,-0.02,0.28,01:00:00
14316616710,100376,2022-05-31 12:00:00-07,1233,65.23,7.63,180,369.9,5.67,-0.02,0.28,01:00:00
14316617934,100376,2022-05-31 13:00:00-07,1404,64.38,8.91,180,421.2,6.54,-0.02,0.28,01:00:00
14316619158,100376,2022-05-31 14:00:00-07,1638,54.62,14.47,180,491.4,9,0.03,0.33,01:00:00
14316620382,100376,2022-05-31 15:00:00-07,1767,36.38,25.4,178,530.1,14.57,0.19,0.49,01:00:00
14316621606,100376,2022-05-31 16:00:00-07,1849,33.23,27.56,180,554.7,16.69,0.24,0.54,01:00:00
14316622830,100376,2022-05-31 17:00:00-07,1745,32.37,28.36,180,523.5,16.17,0.26,0.56,01:00:00
14316624054,100376,2022-05-31 18:00:00-07,1050,62.52,7.63,180,315,5.04,-0.01,0.29,01:00:00
14316625278,100376,2022-05-31 19:00:00-07,640,69.71,3.14,180,192,2.75,-0.04,0.26,01:00:00
14316626502,100376,2022-05-31 20:00:00-07,506,69.42,2.3,180,151.8,2.19,-0.04,0.26,01:00:00
14316627728,100376,2022-05-31 21:00:00-07,462,67.55,2.21,180,138.6,2.05,-0.03,0.27,01:00:00
14316628954,100376,2022-05-31 22:00:00-07,399,64.97,1.83,180,119.7,1.84,-0.02,0.28,01:00:00
14316630180,100376,2022-05-31 23:00:00-07,144,68.7,0.41,180,43.2,0.63,-0.04,0.26,01:00:00
14316631406,100376,2022-06-01 00:00:00-07,57,66.84,0.11,180,17.1,0.26,-0.03,0.27,01:00:00
14316632632,100376,2022-06-01 01:00:00-07,41,66.73,0.16,180,12.3,0.18,-0.03,0.27,01:00:00
14316633858,100376,2022-06-01 02:00:00-07,36,63.34,0.04,180,10.8,0.17,-0.02,0.28,01:00:00
14316635084,100376,2022-06-01 03:00:00-07,45,65.22,0.11,180,13.5,0.21,-0.02,0.28,01:00:00
14316636310,100376,2022-06-01 04:00:00-07,106,68.5,0.23,180,31.8,0.46,-0.04,0.26,01:00:00
14316637536,100376,2022-06-01 05:00:00-07,354,71.83,1.48,180,106.2,1.48,-0.05,0.25,01:00:00
14316638762,100376,2022-06-01 06:00:00-07,859,69.66,4.51,180,257.7,3.7,-0.04,0.26,01:00:00
14316639988,100376,2022-06-01 07:00:00-07,1245,67.29,7.26,179,373.5,5.55,-0.03,0.27,01:00:00
14316641214,100376,2022-06-01 08:00:00-07,1291,66.07,7.83,179,387.3,5.86,-0.03,0.27,01:00:00
14316642440,100376,2022-06-01 09:00:00-07,1117,65.71,6.89,180,335.1,5.1,-0.03,0.27,01:00:00
14316643663,100376,2022-06-01 10:00:00-07,1101,65.53,6.89,180,330.3,5.04,-0.03,0.27,01:00:00
14316644886,100376,2022-06-01 11:00:00-07,1145,65.81,6.92,180,343.5,5.22,-0.03,0.27,01:00:00
14316646109,100376,2022-06-01 12:00:00-07,1331,64.8,8.3,180,399.3,6.16,-0.02,0.28,01:00:00
14316647332,100376,2022-06-01 13:00:00-07,1294,63.29,8.15,180,388.2,6.13,-0.02,0.28,01:00:00
14316648558,100376,2022-06-01 14:00:00-07,1637,62.52,11.03,176,491.1,7.86,-0.01,0.29,01:00:00
14316649784,100376,2022-06-01 15:00:00-07,1754,33.91,105.63,178,526.2,15.52,0.23,0.53,01:00:00
14316651010,100376,2022-06-01 16:00:00-07,1811,31.68,27.25,180,543.3,17.15,0.27,0.57,01:00:00
14316652236,100376,2022-06-01 17:00:00-07,1756,34.8,25.95,178,526.8,15.14,0.22,0.52,01:00:00
14316653462,100376,2022-06-01 18:00:00-07,1033,67.21,44.88,179,309.9,4.61,-0.03,0.27,01:00:00
14316654688,100376,2022-06-01 19:00:00-07,675,69.61,3.32,180,202.5,2.91,-0.04,0.26,01:00:00
14316655914,100376,2022-06-01 20:00:00-07,488,68.81,2.26,180,146.4,2.13,-0.04,0.26,01:00:00
14316657140,100376,2022-06-01 21:00:00-07,439,66.32,2.04,180,131.7,1.99,-0.03,0.27,01:00:00
14316658366,100376,2022-06-01 22:00:00-07,407,64.83,2.02,180,122.1,1.88,-0.02,0.28,01:00:00
14316659592,100376,2022-06-01 23:00:00-07,217,66.03,0.77,180,65.1,0.99,-0.03,0.27,01:00:00
14316660818,100376,2022-06-02 00:00:00-07,98,66.74,0.28,180,29.4,0.44,-0.03,0.27,01:00:00
14316662044,100376,2022-06-02 01:00:00-07,60,67.38,0.14,180,18,0.27,-0.03,0.27,01:00:00
14316663270,100376,2022-06-02 02:00:00-07,39,64.51,0.1,180,11.7,0.18,-0.02,0.28,01:00:00
14316664496,100376,2022-06-02 03:00:00-07,38,68.08,0.08,180,11.4,0.17,-0.04,0.26,01:00:00
14316665722,100376,2022-06-02 04:00:00-07,116,71.61,0.28,180,34.8,0.49,-0.05,0.25,01:00:00
14316666948,100376,2022-06-02 05:00:00-07,360,71.84,1.43,180,108,1.5,-0.05,0.25,01:00:00
14316668174,100376,2022-06-02 06:00:00-07,851,69.59,4.54,180,255.3,3.67,-0.04,0.26,01:00:00
14316669400,100376,2022-06-02 07:00:00-07,1279,67.5,7.37,179,383.7,5.68,-0.03,0.27,01:00:00
14316670626,100376,2022-06-02 08:00:00-07,1301,65.49,8.05,178,390.3,5.96,-0.03,0.27,01:00:00
14316671852,100376,2022-06-02 09:00:00-07,1083,65.47,6.75,180,324.9,4.96,-0.03,0.27,01:00:00
14316673078,100376,2022-06-02 10:00:00-07,1085,65.93,6.49,180,325.5,4.94,-0.03,0.27,01:00:00
14316674304,100376,2022-06-02 11:00:00-07,1264,64.86,8.1,179,379.2,5.85,-0.02,0.28,01:00:00
14316675530,100376,2022-06-02 12:00:00-07,1328,64.36,47.51,177,398.4,6.19,-0.02,0.28,01:00:00
14316676756,100376,2022-06-02 13:00:00-07,1386,64.4,47.92,179,415.8,6.46,-0.02,0.28,01:00:00
14316677982,100376,2022-06-02 14:00:00-07,1588,56.51,15.13,172,476.4,8.43,0.02,0.32,01:00:00
14316679208,100376,2022-06-02 15:00:00-07,1762,34.62,64.82,179,528.6,15.27,0.22,0.52,01:00:00
14316680434,100376,2022-06-02 16:00:00-07,1788,29.99,29.58,180,536.4,17.89,0.3,0.6,01:00:00
14316681660,100376,2022-06-02 17:00:00-07,1734,27.28,29.58,180,520.2,19.07,0.36,0.66,01:00:00
14316682886,100376,2022-06-02 18:00:00-07,1258,55.74,10.66,180,377.4,6.77,0.02,0.32,01:00:00
14316684112,100376,2022-06-02 19:00:00-07,799,69.38,4,180,239.7,3.45,-0.04,0.26,01:00:00
14316685338,100376,2022-06-02 20:00:00-07,570,67.7,2.98,172,171,2.53,-0.03,0.27,01:00:00
14316686564,100376,2022-06-02 21:00:00-07,467,67.04,2.18,180,140.1,2.09,-0.03,0.27,01:00:00
14316687790,100376,2022-06-02 22:00:00-07,486,65.35,2.44,180,145.8,2.23,-0.02,0.28,01:00:00
14316689016,100376,2022-06-02 23:00:00-07,178,68.09,0.64,180,53.4,0.78,-0.04,0.26,01:00:00
14316690242,100376,2022-06-03 00:00:00-07,94,66.75,0.27,180,28.2,0.42,-0.03,0.27,01:00:00
14316691468,100376,2022-06-03 01:00:00-07,55,64.87,0.12,180,16.5,0.25,-0.02,0.28,01:00:00
14316692694,100376,2022-06-03 02:00:00-07,39,68.38,0.08,180,11.7,0.17,-0.04,0.26,01:00:00
14316693920,100376,2022-06-03 03:00:00-07,41,69.97,0.04,180,12.3,0.18,-0.04,0.26,01:00:00
14316695146,100376,2022-06-03 04:00:00-07,86,70.59,0.22,180,25.8,0.37,-0.05,0.25,01:00:00
14316696372,100376,2022-06-03 05:00:00-07,315,70.3,1.37,180,94.5,1.34,-0.04,0.26,01:00:00
14316697598,100376,2022-06-03 06:00:00-07,772,68.13,4.15,180,231.6,3.4,-0.04,0.26,01:00:00
14316698824,100376,2022-06-03 07:00:00-07,1017,67.71,5.79,180,305.1,4.51,-0.03,0.27,01:00:00
14316700050,100376,2022-06-03 08:00:00-07,1241,64.96,46.73,179,372.3,5.73,-0.02,0.28,01:00:00
14316701276,100376,2022-06-03 09:00:00-07,1108,63.78,7.09,180,332.4,5.21,-0.02,0.28,01:00:00
14316702502,100376,2022-06-03 10:00:00-07,1155,64.27,7.38,178,346.5,5.39,-0.02,0.28,01:00:00
14316703728,100376,2022-06-03 11:00:00-07,1486,59.52,11.34,179,445.8,7.49,0,0.3,01:00:00
14316704954,100376,2022-06-03 12:00:00-07,1660,50.29,17.27,176,498,9.9,0.06,0.36,01:00:00
14316706180,100376,2022-06-03 13:00:00-07,1765,35.51,26.89,179,529.5,14.91,0.21,0.51,01:00:00
14316707406,100376,2022-06-03 14:00:00-07,1641,57.73,13.72,168,492.3,8.53,0.01,0.31,01:00:00
14316708632,100376,2022-06-03 15:00:00-07,1731,36.43,23.11,176,519.3,14.25,0.19,0.49,01:00:00
14316709858,100376,2022-06-03 16:00:00-07,1618,53.46,13.71,175,485.4,9.08,0.04,0.34,01:00:00
14316711084,100376,2022-06-03 17:00:00-07,1501,57.4,10.96,175,450.3,7.84,0.01,0.31,01:00:00
14316712310,100376,2022-06-03 18:00:00-07,1111,63.85,6.62,179,333.3,5.22,-0.02,0.28,01:00:00
14316713536,100376,2022-06-03 19:00:00-07,784,64.97,4.57,174,235.2,3.62,-0.02,0.28,01:00:00
14316714762,100376,2022-06-03 20:00:00-07,570,65.34,2.97,180,171,2.62,-0.02,0.28,01:00:00
14316715988,100376,2022-06-03 21:00:00-07,590,64.81,3.17,174,177,2.73,-0.02,0.28,01:00:00
14316717214,100376,2022-06-03 22:00:00-07,531,64.56,2.71,180,159.3,2.47,-0.02,0.28,01:00:00
14316718440,100376,2022-06-03 23:00:00-07,285,68.65,1.12,179,85.5,1.25,-0.04,0.26,01:00:00
14316719666,100376,2022-06-04 00:00:00-07,215,67.74,0.72,180,64.5,0.95,-0.03,0.27,01:00:00
14316720892,100376,2022-06-04 01:00:00-07,116,69.83,0.29,180,34.8,0.5,-0.04,0.26,01:00:00
14316722118,100376,2022-06-04 02:00:00-07,93,67.22,0.22,176,27.9,0.42,-0.03,0.27,01:00:00
14316723344,100376,2022-06-04 03:00:00-07,39,65.28,0.1,174,11.7,0.18,-0.02,0.28,01:00:00
14316724570,100376,2022-06-04 04:00:00-07,57,70.49,0.1,174,17.1,0.24,-0.04,0.26,01:00:00
14316725796,100376,2022-06-04 05:00:00-07,75,70.68,0.18,180,22.5,0.32,-0.05,0.25,01:00:00
14316727022,100376,2022-06-04 06:00:00-07,162,71.46,0.46,180,48.6,0.68,-0.05,0.25,01:00:00
14316728248,100376,2022-06-04 07:00:00-07,354,69.79,1.45,180,106.2,1.52,-0.04,0.26,01:00:00
14316729474,100376,2022-06-04 08:00:00-07,563,69.73,2.66,180,168.9,2.42,-0.04,0.26,01:00:00
14316730700,100376,2022-06-04 09:00:00-07,811,67.48,4.36,180,243.3,3.61,-0.03,0.27,01:00:00
14316731926,100376,2022-06-04 10:00:00-07,1064,66.24,6.02,180,319.2,4.82,-0.03,0.27,01:00:00
14316733152,100376,2022-06-04 11:00:00-07,1182,63.79,7.21,180,354.6,5.56,-0.02,0.28,01:00:00
14316734378,100376,2022-06-04 12:00:00-07,1251,61.31,8.07,179,375.3,6.12,-0.01,0.29,01:00:00
14316735604,100376,2022-06-04 13:00:00-07,1207,63.76,7.6,174,362.1,5.68,-0.02,0.28,01:00:00
14316736830,100376,2022-06-04 14:00:00-07,1240,63.12,7.66,180,372,5.89,-0.01,0.29,01:00:00
14316738056,100376,2022-06-04 15:00:00-07,1100,65.98,6.34,180,330,5,-0.03,0.27,01:00:00
14316739282,100376,2022-06-04 16:00:00-07,1224,64.38,7.29,180,367.2,5.7,-0.02,0.28,01:00:00
14316740508,100376,2022-06-04 17:00:00-07,1169,56.71,9.3,180,350.7,6.18,0.02,0.32,01:00:00
14316741734,100376,2022-06-04 18:00:00-07,814,43.52,23.85,180,244.2,5.61,0.11,0.41,01:00:00
14316742960,100376,2022-06-04 19:00:00-07,641,32.1,25.77,180,192.3,5.99,0.26,0.56,01:00:00
14316744186,100376,2022-06-04 20:00:00-07,421,65.77,1.92,180,126.3,1.92,-0.03,0.27,01:00:00
14316745412,100376,2022-06-04 21:00:00-07,394,65.04,1.78,180,118.2,1.82,-0.02,0.28,01:00:00
14316746638,100376,2022-06-04 22:00:00-07,514,62.65,2.73,180,154.2,2.46,-0.01,0.29,01:00:00
14316747864,100376,2022-06-04 23:00:00-07,206,64.63,0.84,174,61.8,0.96,-0.02,0.28,01:00:00
14316749090,100376,2022-06-05 00:00:00-07,139,66.22,0.37,180,41.7,0.63,-0.03,0.27,01:00:00
14316750316,100376,2022-06-05 01:00:00-07,84,64.47,0.2,180,25.2,0.39,-0.02,0.28,01:00:00
14316751542,100376,2022-06-05 02:00:00-07,90,65.81,0.2,180,27,0.41,-0.03,0.27,01:00:00
14316752768,100376,2022-06-05 03:00:00-07,45,62.27,0.09,180,13.5,0.22,-0.01,0.29,01:00:00
14316753994,100376,2022-06-05 04:00:00-07,30,67.5,0.05,179,9,0.13,-0.03,0.27,01:00:00
14316755220,100376,2022-06-05 05:00:00-07,44,65.52,0.09,180,13.2,0.2,-0.03,0.27,01:00:00
14316756446,100376,2022-06-05 06:00:00-07,94,69.5,0.24,176,28.2,0.41,-0.04,0.26,01:00:00
14316757672,100376,2022-06-05 07:00:00-07,157,70.45,0.43,178,47.1,0.67,-0.04,0.26,01:00:00
14316758898,100376,2022-06-05 08:00:00-07,331,66.27,1.44,180,99.3,1.5,-0.03,0.27,01:00:00
14316760124,100376,2022-06-05 09:00:00-07,465,67.77,2.17,180,139.5,2.06,-0.03,0.27,01:00:00
14316761350,100376,2022-06-05 10:00:00-07,799,67.96,4.35,180,239.7,3.53,-0.04,0.26,01:00:00
14316762576,100376,2022-06-05 11:00:00-07,876,68.17,4.86,174,262.8,3.86,-0.04,0.26,01:00:00
14316763802,100376,2022-06-05 12:00:00-07,1155,66.39,6.61,180,346.5,5.22,-0.03,0.27,01:00:00
14316765028,100376,2022-06-05 13:00:00-07,1190,65.63,7.03,178,357,5.44,-0.03,0.27,01:00:00
14316766254,100376,2022-06-05 14:00:00-07,1244,65.44,7.33,180,373.2,5.7,-0.02,0.28,01:00:00
14316767480,100376,2022-06-05 15:00:00-07,1219,65.81,46.33,178,365.7,5.56,-0.03,0.27,01:00:00
14316768706,100376,2022-06-05 16:00:00-07,1089,67.02,6.4,174,326.7,4.87,-0.03,0.27,01:00:00
14316769932,100376,2022-06-05 17:00:00-07,933,67.43,5.1,180,279.9,4.15,-0.03,0.27,01:00:00
14316771158,100376,2022-06-05 18:00:00-07,794,68.63,4.09,180,238.2,3.47,-0.04,0.26,01:00:00
14316772384,100376,2022-06-05 19:00:00-07,607,68.85,2.99,180,182.1,2.64,-0.04,0.26,01:00:00
14316773610,100376,2022-06-05 20:00:00-07,449,65.14,2.11,180,134.7,2.07,-0.02,0.28,01:00:00
14316774836,100376,2022-06-05 21:00:00-07,474,62.19,2.47,180,142.2,2.29,-0.01,0.29,01:00:00
14316776062,100376,2022-06-05 22:00:00-07,290,64.61,1.19,180,87,1.35,-0.02,0.28,01:00:00
